distance,height,landings,number,pack,age,usage,region,weight,item,volume,width,max,power,size,target
7709,17629.7068,1.3160762411376512,0.9879474021505895,0.6676021917937129,31781.5846,11441.34067,RE-C,2280,IT-F,58097,28475.717,23767,9062,1608,27.896399332085252
4269,2700.7872,1.4521630224658484,1.0205057342005388,0.4775094156583817,40047.0401,16914.68491,RE-10,3383,IT-C,38435,26209.163500000002,11015,9405,1220,-41.112033281405495
6095,13029.3985,-1.2500164180657467,-1.7177601455715028,-2.31345268170144,22040.6197,33121.7113,RE-3,1642,IT-8,35033,20281.488,8363,5862,1110,-48.74929279438311
5985,7496.8565,-1.6191415782603644,0.1215268181634374,-0.26891458957648157,29046.7064,27457.80613,RE-9,1570,IT-D,57582,26961.418999999998,15556,18873,1837,36.487410265161905
5731,1557.8561,-0.8101786065510531,1.692591509318103,-2.090336820625546,35882.856,24244.07121,RE-3,4611,IT-B,36181,25839.447999999997,25700,8879,1433,-14.660753396710268
3987,2262.0746,-0.6204264936679972,1.6896455968301578,-1.2293490597424501,44839.6003,39058.2505,RE-5,2883,IT-5,51459,25327.392999999996,20998,19080,1765,24.010719487860236
5541,18349.3939,-1.2243560941072533,-0.8827956143277443,-0.2616734414319219,14425.2988,26758.38506,RE-3,1388,IT-4,52301,27793.457000000002,26046,11371,1144,13.863355325935768
5177,8181.1848,-1.0218211964507775,0.09509931392082373,1.7789116777226435,45457.3883,15773.944790000001,RE-C,3392,IT-8,53686,25898.209,9548,16028,1648,-10.142952614602017
3868,1232.8526,0.2699765258962093,1.4843785661339561,1.4687793734197632,34745.71,36044.797510000004,RE-5,3331,IT-13,50885,21217.767000000003,28155,19815,1824,27.13734675183527
4847,16747.7861,1.0170018993993162,0.7505161655415971,-1.552967240460158,41741.2664,22424.53314,RE-2,1165,IT-11,35858,27264.97,21168,19051,1609,38.80874697028942
5005,8803.5609,0.1112710372236104,-0.17137338243996997,-0.9486338416944137,41322.2737,11633.0278,RE-3,3488,IT-3,33038,26764.891,27526,15405,1402,-16.153419543659346
6380,18667.0237,0.6368277133158313,-1.4221988648558035,0.039753360875893144,22514.0316,32977.4971,RE-2,4724,IT-8,28713,14534.993999999999,7903,17385,1715,-5.563487358331344
6535,4361.1719,-1.3794715497990906,1.1589672576593426,0.28133212838658433,50610.3745,47856.277539999995,RE-10,4060,IT-1,16447,26209.163500000002,22498,17118,1393,-1.880405829724652
6513,4058.782,0.9508455090427791,0.153419208481433,0.17611499153071064,55579.7835,17858.43068,RE-B,4983,IT-13,46421,25045.377999999997,28494,11598,1189,-13.143533977441395
6481,7048.5594,1.731035052469205,1.5470136763659459,0.21125218023265174,48419.0184,26087.320180000002,RE-3,2261,IT-E,83202,31348.577999999998,7728,14881,1220,9.111108830531174
3605,17881.6762,-1.0733269792899995,1.145832617808077,1.8400993106714623,25735.5779,42208.39619,RE-8,4291,IT-13,50771,26223.343999999997,27129,10839,1228,16.768508646433087
5676,15957.2347,-0.5091658707642056,0.16154763182751866,0.12874870914123013,47434.6981,30617.06798,RE-A,4643,IT-1,60312,19321.503,14802,15584,1447,54.798426915312874
4668,4937.6132,1.4971090854894573,0.7936360349981805,0.7549920692378976,29811.2763,30329.30142,RE-2,2631,IT-10,49748,33479.486000000004,18877,4324,1095,-70.71664059526529
9146,12653.4054,-0.07080391124285904,0.12702242706490205,0.3842705797397619,52544.4152,19174.98863,RE-2,672,IT-4,41818,11836.152,7770,11639,1347,-43.98136089620979
3283,12299.8681,0.790249554500279,0.5874267666470325,0.5979467317522107,42959.6647,32070.206619999997,RE-B,3854,IT-1,36296,26209.163500000002,13555,22589,1494,20.894460332413534
4322,3856.9658,-1.2792663837578568,1.0614915555328652,1.8138505770997324,29924.7074,36109.45944,RE-6,3282,IT-2,48509,17173.89,31301,16988,1400,-27.571387061974058
6258,12510.25,-1.161066024703248,-1.2379627266806608,-1.8394532865039035,22801.3664,55446.17759,RE-7,1525,IT-3,37801,25960.113999999998,23929,14482,1429,17.629842916928055
6799,10145.3939,-1.6795494332041045,0.06296252354148679,1.56808760852186,58664.7229,43019.18635,RE-A,1908,IT-6,89001,24232.199,15351,8594,1057,-1.1522430002878004
3944,2587.2344,0.1483769769579156,-1.3042636582512777,-0.2916387223905124,44575.4761,34673.99337,RE-9,4450,IT-2,34387,30377.462000000003,18962,16283,1146,-20.839407959194727
8116,15399.6503,1.5751467965429093,-1.6082887376717232,-0.005935807061574303,71107.0497,35898.89222,RE-F,1919,IT-4,35185,21456.852000000003,20529,8111,1140,4.051507280833315
6689,11149.8998,0.6479389708949131,-1.266755833275789,-1.4149981208537414,47202.5046,44061.59663,RE-D,697,IT-13,49187,20850.423,33430,21120,1187,38.0417664854731
4873,5403.7655,0.0934082559579221,-1.3209521797304447,0.9678164020242606,26319.4293,27823.478580000003,RE-B,1753,IT-0,43146,20368.279,8273,23324,1528,-9.905352941776913
6543,3888.7914,-1.64790542219824,0.7853590954490776,0.27108208388957106,39836.9987,6701.61873,RE-9,1896,IT-A,52089,29396.943,12193,10886,1741,-13.847183769875286
4896,17236.6709,1.6527196777537672,-0.23395812524138138,0.055193460273370645,17559.8221,30850.99576,RE-B,897,IT-A,48107,27015.422000000002,12807,8026,1103,-70.37984073477617
6367,16927.6201,-0.9945589727692443,0.4388246068297389,0.9147720855973527,40551.9634,27914.12719,RE-B,1695,IT-8,53887,27207.339,4905,10677,1406,-7.4595315932914765
4793,17710.8398,-0.12064054663841883,0.4450570000626708,0.14208073514330694,47074.9029,10713.77107,RE-4,1676,IT-7,43929,37129.071,28981,21598,1262,18.95072126052419
7103,14271.1058,0.03297321216103736,0.748807469439015,1.6006337019245584,35259.0537,35937.11294,RE-2,4779,IT-4,38812,33574.208,27214,8684,1685,20.355025481316535
6152,16134.5656,-1.3680547806349452,-0.3034758311558093,1.6720807012110264,45849.9353,45717.22881,RE-8,2427,IT-13,13424,33115.98,24716,25393,1015,16.420138782969836
4574,3696.079,1.0251300798108454,0.3237954905154823,-0.3861155772283382,27040.8605,32070.247310000002,RE-8,4201,IT-C,30456,34027.66,4785,11061,1833,-3.373133147606728
3706,14870.3727,-0.9913051993656681,0.21429391522599114,-1.101202012843059,42169.0408,24278.8649,RE-C,4697,IT-2,40890,25948.612,8025,2592,1628,-14.083350119563567
5563,3299.5153,0.10435164431094295,-0.42317279904507166,0.12045212682372061,47180.4074,35084.57136,RE-8,1172,IT-4,54765,23501.104,4875,14039,1707,1.7995675984695811
4476,10775.2532,-0.8960964658800908,0.21905897564846763,-0.11659054814426506,26511.442000000003,37381.854419999996,RE-1,4207,IT-8,24620,17286.816000000003,33286,7462,1357,-26.191067508550926
5906,8473.54,1.468929450175111,-1.499727547815167,-0.7552839792039425,37149.2989,32166.26432,RE-10,4590,IT-1,31030,32914.268,15394,10437,1311,-11.184721797129292
5896,15246.8801,1.52835462378191,-0.8686070417330427,1.4561900914981951,37066.3422,28842.821139999996,RE-2,2336,IT-A,31687,33036.995,27612,20501,1413,22.604653529547928
6563,18043.8934,-1.5001477627354316,-0.8203017317073054,0.7493329751945442,47011.157,40660.901560000006,RE-1,2817,IT-C,44170,28949.367000000002,16255,24180,1499,42.68127998802705
4571,15517.5965,1.4842414670412687,-0.16549366137231164,-0.3209226360612295,33361.5414,29986.82365,RE-4,2422,IT-F,77103,26209.163500000002,2577,19117,1505,-1929.1585060971347
2962,11381.624,0.5436651185023296,-1.2808661140922075,-1.0299087118087145,58124.4102,32829.4786,RE-0,3468,IT-13,51777,26220.221,24438,12627,1032,33.209517757361816
7615,11011.4503,-1.5890929972824823,1.0784272680691904,-0.28976766720425245,18262.4518,27001.68597,RE-6,3567,IT-0,44850,27213.568,25162,20033,1515,21.085597639999346
7432,4684.3925,1.6267548901072018,0.822468017534618,0.03798055340519367,25361.3299,21297.58768,RE-A,3218,IT-13,27338,28512.2,12552,19472,1647,13.711666263307974
5981,14603.0779,1.4652806760740242,-1.4694938211577424,-1.233282339924079,48282.0847,27760.419410000002,RE-E,640,IT-E,76503,29894.847999999998,17885,17066,1496,38.377823464747244
5322,17914.1002,0.5868854218304369,0.15041014546823364,0.8373261455070553,52294.5893,32997.09902,RE-E,2828,IT-7,33753,34936.615,30908,16571,1428,46.84010883752933
4614,8232.1856,-1.4619316927050263,0.6061709443209515,1.7607066595285117,31339.3224,24348.40761,RE-3,3536,IT-11,64640,23233.162999999997,4807,20233,924,-23.87063375697164
5296,8810.8271,1.3367741960496526,-0.4785780046999244,2.30886354735474,27335.5302,28136.185339999996,RE-D,2672,IT-1,49557,34882.083,26678,11192,1199,-0.09669516032592362
5380,7074.843000000001,-0.7551945680236593,1.3425020955411833,-0.6055915238151707,35731.1769,29909.754530000002,RE-C,3328,IT-9,26953,18874.042,18924,18624,1015,-7.736536803951116
2585,4421.5979,1.1088725622588187,1.3067939287272154,0.8082220216320941,7195.3188,19196.847530000003,RE-8,2301,IT-9,28541,29450.158,4343,23499,1329,-20.07245976113703
5966,12081.5243,-0.7463828046338545,-0.8682635541254586,-0.12449665425413574,31080.4275,19757.75576,RE-5,4238,IT-2,16930,25405.224,14376,17076,1380,-27.900563787865977
5956,4898.6662,0.016332465941871877,-0.9538095627962565,0.12689393514226463,26241.7628,30281.99827,RE-F,2289,IT-E,53624,30850.022,15004,22479,1293,-88.4654105609398
4296,10541.2324,-0.17433669878796274,0.7346008506302855,1.8568566245912739,40411.8341,37291.55926,RE-6,935,IT-11,45763,34248.693,23053,17674,1200,17.34621758961832
6223,14600.6311,0.4957703870858548,-0.20303539847225713,0.711652045182773,28083.6804,28493.114260000002,RE-2,3469,IT-7,43953,21090.151,30155,12535,897,-8.269275528794964
5003,7864.8035,-1.525169116377217,1.7290776467899178,-1.5759836738423545,32331.705,23226.84325,RE-F,3073,IT-7,54614,26209.163500000002,9281,16870,1238,-27.640742353902798
3520,5904.4751,-0.9687836995928538,-1.4783894258821184,1.7821290821874503,36952.2019,31514.42018,RE-0,4203,IT-D,51885,26209.163500000002,22882,9105,1293,-11.669176671904593
6970,11410.0933,0.024492699578266736,0.35311558995908787,2.4747009742418036,24488.7903,31575.354730000003,RE-B,3813,IT-2,45319,26171.766,2925,13193,1689,-31.55609846749582
5785,18651.9766,-0.6195999885109998,-1.2016405689906613,-0.7455943823455311,24820.8254,31957.298580000002,RE-0,3918,IT-5,48185,26209.163500000002,17339,11068,1027,-26.41793775781425
5584,14577.3519,1.6741548560309711,1.3179898130333974,0.3694057276041636,24538.3836,10060.09782,RE-2,3233,IT-4,62020,19414.655,33929,22041,981,-9.05587516484844
3384,3015.7067,0.1269573541831796,-1.2483731692781208,-0.10016554502957115,39301.6611,29886.90893,RE-5,4105,IT-11,17695,30578.902000000002,7290,19990,1713,-79.45283788172392
5913,3764.0327,-1.276899247374032,-0.8617582988901433,-1.336358040164547,48815.6238,33463.88544,RE-3,4045,IT-0,55823,25660.24,13120,17178,1440,3.985524112571923
5814,13972.0179,1.345295996096606,0.32479343872622174,-1.6353124644974981,34122.1751,16999.32005,RE-D,4690,IT-1,29621,26209.163500000002,24962,23050,1226,1.8793474722207175
1475,10009.439,-0.0032556926458193244,0.5601111892927336,-0.3165108267185391,60123.2469,17883.53999,RE-10,3980,IT-9,22953,23323.372000000003,33320,14231,1284,-22.463246222679143
7001,3919.8085,0.4096615765625914,-0.6125584016288222,0.01624591315260947,53959.380999999994,15493.565359999999,RE-F,583,IT-3,36466,45348.551,32011,6038,1564,-2.43466143261711
4909,4982.2043,-0.9715823113951404,0.35688477541622177,2.30229888134102,31279.2472,19337.373059999998,RE-7,2998,IT-13,54658,22838.126,11222,15974,1026,-36.213477865247675
5866,9980.1102,-0.47349037254018245,0.9398095777749943,0.2986752767446669,45488.392,33148.47668,RE-10,1388,IT-0,53246,22402.055,30473,16238,1360,5.694140015469662
5017,10725.0222,-1.2723472449541597,0.7227877665799188,0.17385135391336953,55201.412000000004,28339.05935,RE-1,4180,IT-10,53061,19999.944,30568,12176,1237,-31.329577027031103
7872,8190.1354,-1.456676495741225,-0.9417447279302551,-0.5557957727481827,29757.1166,29004.87473,RE-C,3058,IT-E,44685,29990.812,15790,11699,794,-10.589861631447919
3722,10133.3931,0.4721768233474114,-1.4403419625275107,-0.4187297985505248,32701.9816,34850.5029,RE-5,2360,IT-D,32954,28797.517999999996,32970,15988,983,-6.660030313474399
5352,2276.3074,-1.007251937685208,0.603268992463332,-0.20807550056935087,42936.4038,29649.404169999998,RE-3,2962,IT-11,35703,20384.936,3567,11555,1151,-98.05457055043112
4710,13467.2496,1.0194307390880364,-0.5659073653017895,0.07533010159252816,45157.7501,24405.464809999998,RE-A,4765,IT-A,26096,38999.782999999996,31783,18258,1113,8.39411116038739
4236,15789.4723,-1.5534673068367557,1.3295771101844556,-0.22268191188094708,33892.8133,36887.733889999996,RE-10,1649,IT-3,26275,30196.552000000003,5135,19246,1365,-5.6056261001735415
5629,15068.4414,1.5699626637744584,0.4534906653370275,-1.523347404171499,43617.8912,18592.561709999998,RE-11,860,IT-13,53110,26209.163500000002,1436,21599,953,14.344864134189331
4904,4953.3061,-0.9977887953939856,1.14679013543125,0.3045871256095733,36412.4724,22116.38997,RE-3,2099,IT-10,53467,27883.796000000002,11611,9981,1043,-31.68286710508689
4608,16566.4554,0.26449091421172133,-0.041003013985718775,-1.2117594992585043,23885.2994,57468.2723,RE-D,773,IT-11,25699,28037.386000000002,33049,18353,894,22.229022060999394
5153,15058.1142,0.35713720719224884,-0.05555697277056113,-0.15553240926257722,30599.4642,25980.189280000002,RE-D,3568,IT-8,35758,31927.776,23079,18822,1142,9.042464875509207
4050,2045.7353,-0.7110154631482731,0.6290311650906271,0.22092744996658184,55561.6176,27256.80202,RE-0,3238,IT-A,46759,26243.822,26198,21103,1060,-37.92793303634932
6002,7555.5344,-0.33435301624831654,1.4346998904689217,0.9040666803971452,38436.5559,43768.698789999995,RE-F,1392,IT-2,43850,20208.823,2973,14626,1335,-26.94862082795233
7004,2361.1064,-0.4526338124891574,-0.20717912935162555,1.6468704959655278,27071.5115,31964.012319999998,RE-11,4278,IT-B,58915,10528.04,22868,9810,1054,-63.46392241285965
5592,11221.348999999998,-1.3685267602166042,1.2388597529120358,0.3538274423302589,25129.7402,39793.138119999996,RE-8,2598,IT-8,12399,21979.34,31979,18690,1251,-19.194565340802413
3122,4123.451,1.4171228733040293,0.2276281363159111,1.1810417901862,37665.8578,37034.81575,RE-2,2733,IT-3,62652,31609.862,5590,15402,1611,9.21547311929107
6443,2945.1957,-0.666762333506357,0.3178201014326483,0.10757397195236508,46388.0544,40889.03282,RE-11,2019,IT-5,74652,26209.163500000002,25371,14930,1221,17.81308036627361
3263,4420.5036,0.9910128286155168,-0.5851007845171496,-0.4378632368347243,28194.1622,37205.45741,RE-3,1955,IT-B,49257,36000.462999999996,24863,18439,1171,8.948217701653897
5157,17000.2431,1.1617874027334367,-0.5312051507381191,0.6622415888535861,20758.3376,13053.11259,RE-9,1860,IT-D,45546,29960.205,29009,9762,1758,30.27326572239891
4365,13999.4593,-1.2569893585954002,0.7014705198451088,0.47544329054583906,21622.4497,40954.50653,RE-C,2552,IT-B,29338,20302.981,17768,16980,1658,5.5044158125440426
8074,8509.8599,1.3588618325863786,-1.0730627399030757,-0.8532425495274724,23737.752,39901.44977,RE-0,1065,IT-3,45366,28943.574,6607,17565,1827,22.256710647169665
4520,12744.288999999999,0.0147147574140883,-0.476491811016407,-0.9485719363438034,30755.3867,42678.780660000004,RE-5,4263,IT-E,18705,26209.163500000002,9355,19253,1733,22.797328582820324
5686,10392.8072,1.415022342405152,0.2654177793455254,0.1753364656770421,54269.352,25741.52069,RE-C,2061,IT-12,51567,16749.613,27521,16823,1879,28.262210198043753
4222,6140.5516,1.6962344417501556,1.121281986016266,-0.6594240883590903,28155.9615,29591.43682,RE-10,2698,IT-C,80186,31758.162,21323,14964,866,66.00569082908665
4613,9030.4286,-1.2406057198325526,-1.7117160090066577,0.17082693717676484,34602.5617,31938.00194,RE-2,4396,IT-12,38632,26209.163500000002,17264,13519,1678,10.743453202835202
7323,4051.8645,-0.9901906733877265,-0.7649836466789148,-2.083656304314035,41505.053,20813.63305,RE-2,3735,IT-C,23769,23214.547000000002,28295,18067,1643,-0.048518316444639005
5934,5075.5171,1.2528466795163373,-1.0001618975302338,-1.184777343446901,61214.3887,30146.04663,RE-5,2273,IT-B,57462,30039.99,3385,14430,1336,438.2172557384383
4877,14453.5485,-1.4210068347632663,0.12217552294927769,0.42374398598563434,29299.0062,34810.18815,RE-1,4156,IT-C,50863,19795.461,21241,12317,1650,12.151470242530275
6121,16249.8758,-1.618059882354712,0.04319208421587312,-1.2626620667402941,49059.4884,13720.42535,RE-F,2518,IT-9,26303,28388.166,6258,16195,1544,-3.990163068264815
5253,8073.1371,-0.5239729230909476,-0.8547188784823943,2.1954465943328993,44811.3723,31828.5918,RE-3,3833,IT-D,60834,23196.097999999998,465,12479,1172,-12.856000626596607
5989,8656.0221,-0.8516769319704959,-1.535589417399135,0.0857300483343959,29508.1751,28303.40493,RE-9,643,IT-3,34391,16415.703,23841,25676,784,-35.92836785519753
4935,1854.1343,-0.41047446251445596,-0.4259972724213949,0.3453179552590672,28998.7428,34652.56123,RE-A,3021,IT-5,43899,28592.261000000002,19121,16742,1506,-12.689972815186028
6201,8156.1227,-0.7470394238269301,1.0426740026998138,-0.40009185133328445,31100.9812,30384.412739999996,RE-A,1845,IT-7,51952,12417.827,23580,14694,1500,-48.79975337583314
6344,16621.0062,-1.6854392411040533,-1.4216718190538062,-0.0522285882055338,31940.7307,49928.53015,RE-10,1605,IT-1,53737,27766.813,31970,19672,1534,39.831218256057035
6368,1245.4447,-1.0261902508989509,-0.1329416014364903,-2.1376095562620545,42593.8476,22052.47356,RE-5,3703,IT-B,53833,26209.163500000002,11404,11368,2029,26.80725382606061
7267,9266.1284,-0.35783031343569166,-0.9755199669641712,-0.5629602239273094,18037.4278,40764.4469,RE-A,4192,IT-1,39276,26209.163500000002,28642,23250,1463,8.181906434186617
5486,9886.3976,0.12066195367847497,1.0242611114519342,-0.2673097834570235,33037.3537,10346.519240000001,RE-4,3337,IT-B,67986,20954.449,27852,15783,1153,-8.38114826630038
7652,12998.2325,1.0697238985929842,1.328380726142707,0.11380925024673265,43792.9117,28827.95997,RE-4,3587,IT-12,55443,33951.513,13834,5315,1597,15.576602104468362
5184,3929.2794,0.5143115844474188,1.065070973995449,0.0783639683050347,40082.691,7590.880270000001,RE-C,2630,IT-4,60998,13662.58,1036,17573,1227,-53.5754666768489
6456,12778.8509,1.2250912206427869,-0.9994945818846872,0.9819653864514912,31434.1726,45610.121060000005,RE-8,1387,IT-5,65531,31714.59,22480,12190,1256,20.851066190906803
4034,18330.1762,-1.443407151984803,0.28797997770858824,0.9940653678411608,46163.0497,29286.49461,RE-6,4088,IT-2,56885,23023.603,7495,12246,1428,-44.38330508679307
4643,18597.9915,1.3573564176360766,-0.6561979937610326,0.4749776630044201,48439.1722,21408.81911,RE-3,2533,IT-8,56566,30619.36,17550,3460,1107,-9.595164288753358
4593,10525.1218,1.1558831993586371,0.7034652133007686,-0.19822916224623838,14051.9884,15790.997169999999,RE-1,3551,IT-2,54373,18078.088,4606,6976,1256,-41.84822256543203
4174,11733.4445,0.21721971538697735,-0.8272788672647247,0.7646698696433399,50781.1923,42103.22903,RE-6,2117,IT-8,44353,37687.341,12596,9881,1487,23.384914827122184
3706,9292.3007,-0.7633713251966955,-0.7732738470555303,0.8564511428805764,35287.72,30183.95401,RE-1,993,IT-13,42649,24743.397999999997,32407,18962,1612,9.093776847393801
7834,8446.4583,1.2079007641179398,-1.0578223256533685,-0.4720825285553557,52505.759000000005,41197.7806,RE-0,884,IT-2,54476,21331.713,32899,13680,1145,2.994875858558003
6539,18413.9876,1.2137100339947628,1.2987585539238444,0.6743871143220296,34218.6844,19163.14246,RE-D,1346,IT-9,43326,30275.527000000002,32203,16900,1725,42.10802916331407
6030,16705.9646,1.4927067306657262,-0.9799946688507902,-0.25205347808237977,50466.26,26197.73904,RE-1,3232,IT-B,51706,37678.914,14396,16189,1563,36.029171248339615
5036,4141.4654,-1.4320514560966453,-1.088351233070397,0.6938070630620414,58808.6459,27922.277360000004,RE-1,3211,IT-7,32549,31165.435,22559,17991,1886,-17.656126020654945
3466,18629.0508,0.7607155070796144,0.27420874331111345,0.018530388767658928,51078.5945,29690.779889999998,RE-4,851,IT-10,66634,25347.248,8459,13783,973,-133.85574475609405
5629,4597.722,-0.16338274837541686,0.5998858542781732,-1.3860006215373863,27534.9007,56928.20413,RE-D,2364,IT-6,38377,14230.407,10159,7374,1365,-24.52943121135964
4202,16895.4973,-0.7780400704476358,0.682385955222393,-0.29855051484953576,41845.9408,15591.869009999999,RE-8,1745,IT-B,28753,26209.163500000002,23433,7002,1226,-22.4585964828802
6590,6644.9692,-1.6392578180435275,-0.10956371454471456,-0.01807575063747186,33480.8741,17422.02841,RE-10,4257,IT-7,51141,28287.231,8885,20054,1320,-16.575043250901576
4754,18406.8227,-0.7897335126521299,-0.7352012060292413,0.7987016834522266,39550.7133,18517.30242,RE-11,3738,IT-12,60442,26209.163500000002,15548,11249,1123,9.160441036936364
5503,5756.0133,0.03323613185587026,-1.1170597700172966,1.7781504901722178,59392.1374,52454.206589999994,RE-11,576,IT-9,47233,28888.168999999998,589,11153,1082,-19.027933736668604
4519,16705.5098,-1.564393455307847,0.4668429078909613,-1.3125501232498606,44120.9257,28985.59005,RE-7,2596,IT-B,75003,25211.245,23340,19240,994,-1.1663573445871545
4292,7037.6108,-1.2959410055262184,-0.6033781452614567,-0.10387156129921968,22604.8269,30276.671980000003,RE-9,2700,IT-11,40716,13869.753,18010,15223,1681,-138.63320181493236
7992,12680.2374,1.2351832632752306,-1.2152286078102141,-0.6807482072432889,47908.3542,23387.376269999997,RE-A,4052,IT-4,57991,23880.859,26112,11249,1097,-10.157925298112245
7753,14329.4778,-0.7826452752189721,1.2181695362818026,0.4692254226308023,21345.8613,27029.92438,RE-9,3584,IT-11,30446,21345.985,31693,17135,1468,26.97689485677475
4904,18117.0277,-0.5944374503118327,0.8424059638068979,-1.0759372219740473,9317.8483,20852.16364,RE-A,4195,IT-8,55431,26209.163500000002,11848,2203,941,-38.91817358591615
5375,16127.1304,1.4220007160266028,-0.028968059294145247,1.047938270968654,20853.1162,32112.6292,RE-9,1276,IT-0,29414,11482.995,13078,19708,948,-69.69248054874886
5199,5258.0256,1.2752478832958376,1.6138373455092998,0.16870014802400662,44259.6969,18734.23339,RE-F,3485,IT-A,49422,27212.636000000002,22386,15848,1161,-16.23508776574618
6295,17469.6303,1.3132208218633004,-1.7365244697571882,0.04501263284560951,34304.7956,32612.566410000003,RE-D,3476,IT-10,62168,26600.217,17895,24627,1599,59.79058518434004
6620,2879.0677,-0.32187919410178784,0.04086070365078694,1.172328055500265,37675.5989,40962.25907,RE-6,443,IT-6,34412,29694.975,30981,11640,1073,-29.122883193438106
4364,8040.1652,1.644501228155586,-1.7270793629095607,0.7503401424143086,8643.4605,48819.80665,RE-5,3331,IT-B,53509,30195.717,1319,15079,1904,33.14943511144059
1878,4161.1842,1.7545550923988027,0.6637402049024694,-0.07235569946424819,40144.976,24700.19022,RE-0,4580,IT-11,53379,33639.597,26885,14275,1454,21.125083228133523
5222,14974.6088,-1.7025500034088965,-0.8233341080829573,-0.9092346978439105,25345.1569,28182.487310000004,RE-E,2192,IT-5,41102,27550.621,31342,21604,1025,15.303109221279998
5883,11059.105,0.2009084105576368,0.04750303252429728,-0.9978765769682542,29099.9439,18716.562869999998,RE-0,2358,IT-E,81780,33141.931000000004,31201,18985,1288,43.31737003799932
5502,6648.1319,-1.292756897508612,0.9226668572689329,-1.1349989547085189,47517.6296,30048.565260000003,RE-D,1156,IT-6,29161,40297.678,9905,15020,1324,469.9794105235982
7917,3076.8977,0.6555283991476015,-1.7316239346625673,-0.7867391930156057,58565.2899,33488.62025,RE-10,2762,IT-6,46425,25944.866,18210,21737,1745,42.182235951700314
5440,5389.6162,-1.1188435476067216,1.097006671082923,-1.1758978577853418,37001.9846,41268.914260000005,RE-8,842,IT-10,30021,30428.134,2041,17916,1126,-12.375441134212492
6301,13132.2624,-1.4932899545434732,-1.421834032375288,1.0094852539003534,33052.4086,16585.607480000002,RE-5,3478,IT-1,50160,21853.425,7889,4010,1343,-45.3045576294169
4993,10345.5831,1.171548756018667,-0.565691615396715,1.4130241392025618,39474.9303,38387.73908,RE-D,3680,IT-B,63536,19071.878,13027,4781,1253,-12.127740724841221
5956,15716.3961,-1.3095472727699298,-0.25786849660693495,-0.15982631814321274,34995.5121,32886.200469999996,RE-A,3251,IT-F,64759,31119.536,34233,17741,1305,42.576644939314754
4647,7824.286,0.022780716622440137,-1.7364774913518446,0.4263704866606915,32779.8711,38717.84235,RE-6,495,IT-8,7275,32895.539,21252,14462,1220,-23.935175983801827
2890,6547.1312,-0.8970397103115108,1.1232087826997141,-1.6044885170845204,45162.1805,51280.99069,RE-8,3297,IT-13,83001,15769.256000000001,21497,18582,1185,32.4166824211312
7040,11845.878999999999,0.5413877503474714,1.576708692482003,-0.40515992946852925,37177.8212,10924.488220000001,RE-3,1234,IT-11,51686,30653.551,12448,22559,1364,17.158189837129555
4881,13104.2272,-0.16193730556223132,0.4655902446186698,-1.099827193509995,36491.8651,27523.180160000004,RE-4,581,IT-7,35245,35761.26,10285,5371,1642,7.51918482620509
4146,7169.7919,0.6243105869672596,-1.278032894175892,-0.36494413151413063,29443.4834,21284.767780000002,RE-C,804,IT-1,27235,25368.691000000003,9703,13816,1524,-27.991157842950702
4900,18289.2771,-0.34087871369621675,1.4277770282397106,1.3572705226930988,47052.0579,19094.4254,RE-9,4776,IT-F,48374,26209.163500000002,8381,13724,964,-5.785503418951013
6810,11850.3062,1.4828180720130728,1.393581385460266,-1.2066755323502178,18837.5762,35442.717169999996,RE-5,514,IT-1,16274,24390.718999999997,11967,16822,1485,-18.80905353427041
3636,5230.1757,-0.8586135671851783,-1.234144479212315,-0.7661894916480947,27384.2256,26901.840710000004,RE-5,1160,IT-F,39549,32091.62,15786,13085,1543,10.878004537046866
1015,7080.8811,1.730703145819018,-0.3726772600890104,-0.3674030232521993,42299.9146,31772.45105,RE-0,3881,IT-8,44876,22401.88,28626,13643,1028,-8.281721197352036
6660,13492.9694,0.38521137679681466,0.5512680776222709,1.171821712977927,31875.7507,39467.01693,RE-2,3772,IT-A,48739,21642.8,30185,12094,995,-10.004406398763203
8284,14384.4573,-0.9900580623863391,1.5588958250438578,0.4053971861191615,25126.5851,27772.41986,RE-9,4750,IT-10,60518,32854.752,5682,18431,1265,35.053144390946805
6684,13880.7479,-0.12382712394986208,1.7061756796528382,1.145005916784464,53530.0051,32187.645630000003,RE-11,3820,IT-2,29551,22559.796000000002,22269,8504,910,-20.892816281352967
2452,1824.1004,1.2304563314333945,1.368082880492775,-1.82373864128112,58246.5562,30266.136660000004,RE-3,3051,IT-11,57020,26453.982999999997,17927,14293,1605,245.88925271282415
4948,8850.4647,-0.9115669321931089,1.4002608525938383,-0.14496028876485378,57856.7447,33136.251189999995,RE-9,3082,IT-D,44366,34727.856,1765,22698,1685,52.16164721049871
3610,3544.7164,1.2094903375391741,-1.7193584370398378,0.5137113363485453,26111.4636,22256.96978,RE-2,4828,IT-C,51820,19063.134,1777,14565,1591,-14.548573624368322
8119,3911.6033,0.6136497556889702,-0.833093534358343,0.5722161531726966,27831.0726,25449.1572,RE-D,1017,IT-3,33502,26209.163500000002,5200,10511,1730,-26.392070794350484
5600,1591.2099,0.7309869598127844,-1.5768048043248373,0.014569439376927689,35739.8382,38528.53551,RE-6,438,IT-13,48359,18922.449,5099,16906,1199,-19.119234124659574
